Question Number,Subject,Chapter,Image Path
26,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_16.png
27,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_17.png
28,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_18.png
29,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_19.png
30,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_20.png
31,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_21.png
42,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_32.png
43,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_33.png
44,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_34.png
45,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_35.png
46,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_36.png
47,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_37.png
48,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_38.png
49,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_39.png
64,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_50.png
65,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_51.png
66,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_52.png
67,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_53.png
68,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_54.png
69,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_55.png
70,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_56.png
71,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_57.png
72,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_62.png
83,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_73.png
84,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_74.png
85,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_75.png
86,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_76.png
87,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_77.png
88,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_78.png
89,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_79.png
98,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_90.png
99,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_91.png
100,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_92.png
101,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_93.png
102,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_94.png
103,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_95.png
104,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_96.png
108,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_105.png
109,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_106.png
107,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_107.png
118,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_110.png
119,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_111.png
120,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_112.png
121,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_113.png
122,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_114.png
123,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_115.png
124,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_116.png
136,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_125.png
137,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_126.png
138,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_127.png
139,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_128.png
140,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_129.png
141,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_130.png
142,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_131.png
143,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_132.png
144,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_133.png
145,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_134.png
157,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_146.png
158,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_147.png
159,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_148.png
160,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_149.png
161,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_150.png
162,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_151.png
163,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_152.png
164,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_153.png
165,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_154.png
166,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_155.png
170,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_167.png
171,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_168.png
169,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_169.png
178,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_172.png
179,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_173.png
180,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_174.png
181,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_175.png
182,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_176.png
188,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_183.png
189,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_184.png
190,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_185.png
191,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_186.png
197,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_192.png
198,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_193.png
199,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_194.png
200,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_195.png
206,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_201.png
207,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_202.png
208,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_203.png
209,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_204.png
214,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_210.png
215,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_211.png
216,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_212.png
217,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_217.png
226,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_218.png
227,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_219.png
228,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_221.png
229,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_222.png
240,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_230.png
241,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_232.png
242,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_233.png
243,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_234.png
244,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_235.png
245,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_236.png
246,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_237.png
247,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_238.png
250,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_248.png
249,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_249.png
257,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_251.png
258,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_252.png
259,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_253.png
260,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_254.png
261,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_255.png
270,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_262.png
271,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_263.png
272,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_264.png
273,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_265.png
274,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_266.png
275,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_267.png
276,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_268.png
285,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_277.png
286,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_278.png
287,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_279.png
288,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_280.png
289,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_281.png
290,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_282.png
291,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_283.png
301,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_292.png
302,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_293.png
303,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_294.png
304,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_295.png
305,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_296.png
306,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_297.png
307,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_298.png
308,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_299.png
320,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_309.png
321,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_310.png
322,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_311.png
323,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_312.png
324,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_313.png
325,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_314.png
326,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_315.png
327,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_316.png
328,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_317.png
329,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_318.png
336,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_330.png
337,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_331.png
338,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_332.png
339,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_333.png
340,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_334.png
345,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_341.png
346,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_342.png
347,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_343.png
353,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_350.png
354,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_351.png
360,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_355.png
361,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_356.png
362,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_357.png
363,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_358.png
373,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_364.png
374,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_365.png
375,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_366.png
376,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_367.png
377,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_368.png
378,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_369.png
379,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_370.png
380,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_371.png
387,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_381.png
388,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_382.png
389,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_383.png
390,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_384.png
391,Chemistry,Solid State,../Screenshots/Chemistry/Solid State\question_385.png
10,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_1.png
11,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_4.png
12,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_5.png
21,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_13.png
22,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_14.png
23,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_15.png
24,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_16.png
25,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_18.png
26,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_19.png
36,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_27.png
37,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_28.png
38,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_29.png
39,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_30.png
40,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_31.png
41,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_32.png
42,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_33.png
43,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_34.png
55,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_44.png
56,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_45.png
57,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_46.png
58,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_47.png
59,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_48.png
60,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_49.png
61,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_50.png
62,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_51.png
69,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_63.png
70,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_66.png
71,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_67.png
78,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_76.png
87,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_79.png
88,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_80.png
89,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_81.png
90,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_82.png
91,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_84.png
92,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_85.png
101,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_93.png
102,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_94.png
103,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_95.png
104,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_96.png
105,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_97.png
106,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_98.png
107,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_99.png
116,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_108.png
117,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_109.png
118,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_110.png
119,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_111.png
120,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_112.png
121,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_113.png
122,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_114.png
129,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_123.png
130,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_124.png
131,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_125.png
132,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_126.png
133,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_127.png
144,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_134.png
145,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_135.png
146,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_136.png
147,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_137.png
148,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_138.png
149,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_139.png
150,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_140.png
151,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_141.png
152,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_142.png
161,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_153.png
162,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_154.png
163,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_155.png
164,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_156.png
165,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_157.png
166,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_158.png
167,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_159.png
172,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_168.png
173,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_169.png
174,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_170.png
181,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_175.png
182,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_176.png
183,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_177.png
184,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_178.png
187,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_185.png
192,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_188.png
193,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_189.png
194,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_190.png
199,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_195.png
200,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_196.png
201,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_197.png
210,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_202.png
211,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_203.png
212,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_204.png
213,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_206.png
214,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_207.png
222,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_215.png
223,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_216.png
224,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_217.png
225,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_218.png
226,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_219.png
227,Chemistry,States of Matter,../Screenshots/Chemistry/States of Matter\question_220.png
